season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,Day
4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,27
3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,17
4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0783833,7
4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,21
1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,5
2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,3
3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,3
3,0,7,0,5,1,1,0.769167,0.715292,0.580417,0.1331,22
1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,14
3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,4
1,1,2,0,1,0,1,0.28,0.273391,0.507826,0.229083,20
4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,9
2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,10
1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,7
3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,29
3,1,7,0,6,0,2,0.595833,0.549912,0.865417,0.2133,21
3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,8
4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,15
3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,7
4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.343287,28
4,1,11,0,4,0,1,0.34,0.350371,0.580417,0.0783833,22
1,1,1,0,0,0,2,0.211304,0.220333,0.79625,0.199638,22
4,1,12,0,6,0,2,0.381667,0.389508,0.87,0.101379,8
2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,24
4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0783833,25
1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,17
2,1,5,0,5,1,1,0.533333,0.520833,0.407083,0.236937,11
2,0,4,0,6,0,2,0.46,0.450121,0.87,0.230725,23
3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,21
4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,27
1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,9
3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,22
3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,29
4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,14
1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,15
4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,14
1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,25
3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,16
4,0,10,0,1,0,1,0.570833,0.542925,0.73375,0.0783833,10
1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,12
1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,20
3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,13
4,1,11,0,6,0,1,0.278333,0.248742,0.407083,0.343287,24
3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,19
2,1,4,0,2,1,1,0.608333,0.598487,0.407083,0.273629,17
4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0783833,14
2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,20
4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,20
4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,5
4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,19
3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,15
3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,8
3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,10
3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,29
2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,27
3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,29
2,0,6,0,4,1,2,0.769167,0.715292,0.568333,0.149883,9
2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,8
1,0,2,0,6,0,2,0.233333,0.243058,0.87,0.161079,5
3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,24
2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,20
3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,17
3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,9
4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,23
2,0,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,6
3,1,7,0,2,1,1,0.769167,0.715292,0.505833,0.114429,17
3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,29
3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,28
2,1,4,0,4,1,1,0.435,0.431163,0.407083,0.219529,5
3,1,7,0,6,0,1,0.769167,0.715292,0.492083,0.163554,7
4,1,10,0,2,1,2,0.590833,0.542333,0.87,0.104475,2
3,0,7,0,2,1,1,0.769167,0.696979,0.540833,0.200258,26
1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,28
1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,2
3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,10
3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,6
1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,5
4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,13
3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,4
3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,29
2,0,4,0,6,0,2,0.3425,0.341529,0.87,0.133083,9
3,1,7,0,5,1,1,0.769167,0.715292,0.594583,0.152992,27
1,1,2,0,6,0,2,0.224167,0.220333,0.73125,0.289796,11
2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,17
1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,17
1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,2
3,0,7,0,3,1,1,0.768333,0.715292,0.707083,0.113817,20
2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,15
1,0,1,0,5,1,2,0.211304,0.223317,0.793043,0.1233,28
4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,4
3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,19
2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,4
1,1,1,0,6,0,1,0.211304,0.220333,0.4575,0.187183,14
4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,16
1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,23
1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,27
3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,15
2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,13
2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,19
1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,4
2,1,4,0,1,0,1,0.664167,0.614925,0.561667,0.284829,16
2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,9
4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,11
2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,4
1,0,3,0,0,0,2,0.376522,0.366252,0.87,0.343287,6
1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,15
2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,6
1,0,2,0,4,1,1,0.211304,0.220333,0.437391,0.221935,10
2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,7
1,1,1,0,0,0,1,0.211304,0.220333,0.419167,0.251258,15
3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,7
3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,5
1,0,2,0,2,1,1,0.211304,0.220333,0.577778,0.195683,22
4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,4
4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,23
3,0,9,0,5,1,2,0.65,0.578946,0.87,0.124379,9
2,1,4,0,5,1,1,0.403333,0.390767,0.407083,0.300388,6
2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,29
1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,29
4,0,9,0,2,1,2,0.636667,0.574525,0.87,0.118171,27
3,0,7,0,4,1,2,0.769167,0.715292,0.69125,0.222021,21
2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,11
3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,9
1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,6
2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,21
2,0,4,0,6,0,2,0.430833,0.425492,0.87,0.340808,16
3,1,7,0,4,1,1,0.769167,0.714642,0.600417,0.165429,19
1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,25
1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,2
4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.0783833,26
3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,15
2,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,22
3,0,7,0,1,1,1,0.743333,0.715292,0.757083,0.0908083,25
1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,4
2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,23
1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,3
2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,29
1,1,1,0,1,0,1,0.273043,0.252304,0.407083,0.329665,2
2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,2
4,0,12,0,2,1,2,0.4625,0.4564,0.87,0.232583,6
3,1,7,0,3,1,1,0.769167,0.715292,0.577083,0.137442,18
4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.0783833,12
3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,29
1,0,1,0,5,1,1,0.211304,0.220333,0.537826,0.126548,14
4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,12
3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,23
1,1,1,0,1,1,2,0.218333,0.243058,0.87,0.110708,23
4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,2
2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,16
1,1,12,0,2,0,2,0.291304,0.294465,0.734783,0.168726,25
4,1,10,0,1,0,2,0.383333,0.387608,0.709583,0.189679,8
2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,29
4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,14
2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,19
3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,2
3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,20
3,1,7,0,1,1,1,0.763333,0.715292,0.645,0.164187,16
4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,17
3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,9
2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,20
4,1,11,0,1,0,1,0.485,0.475383,0.741667,0.173517,12
2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,25
1,0,2,0,1,1,2,0.407273,0.400118,0.87,0.289686,28
2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0783833,19
3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,14
3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,10
1,0,1,0,6,0,1,0.211304,0.220333,0.407083,0.17197,22
4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,10
2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,4
2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,10
4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,4
3,0,7,0,1,1,1,0.7625,0.715292,0.635833,0.282337,11
1,1,1,0,6,0,2,0.211304,0.220333,0.83125,0.222642,21
1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,18
2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,6
4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,10
4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,5
4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,23
2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,11
4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,25
2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,10
1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,8
2,0,3,0,2,1,1,0.3025,0.292908,0.407083,0.226996,29
2,1,4,0,2,1,1,0.466667,0.461483,0.407083,0.100133,3
4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,27
3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,3
2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,11
2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,2
3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,6
1,0,1,0,5,1,1,0.211304,0.220333,0.457083,0.343287,21
4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0783833,2
1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,13
2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,17
4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,28
1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,11
2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,13
